deviceId,date,month,hour,TC,HUM,LW,PLV2,farmId,crop name
ZT1FC3FS,26-01-2021,1,16,22.535,41.635,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,26-01-2021,1,17,17.505,57.54,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,26-01-2021,1,18,12.655,75.02,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,26-01-2021,1,19,11.055,75.26,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,26-01-2021,1,20,8.79,78.685,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,26-01-2021,1,21,8.0875,78.7025,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,26-01-2021,1,22,7.425,78.505,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,26-01-2021,1,23,5.9075,83.9475,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,0,4.66,85.005,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,1,3.3725,90.6475,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,2,3.1125,92.1625,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,3,2.9125,93.5975,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,4,3.3125,93.36,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,5,2.685,94.655,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,6,1.8975,96.115,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,7,3.18,96.5925,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,8,8.8175,80.2425,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,9,13.455,62.245,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,10,16.78,46.02,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,11,19.91,41.6,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,12,22.87,35.86,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,13,24.08,33.91,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,14,25.06,31.33,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,15,25.44,27.89,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,16,24.18,33.69,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,17,19.8,45.1,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,18,13.9,64.69,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,19,10.89,74.45,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,20,9.18,83.09,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,21,8.38,83.26,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,22,6.8,88.92,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,27-01-2021,1,23,7.75,78.94,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,0,6.33,83.7,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,1,6.06,82.48,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,2,5.25,88.72,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,3,5.51,85.42,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,4,4.18,90.09,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,5,4.63,90.03,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,6,4.35,91.88,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,7,3.79,93.9,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,8,9.86,74.14,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,9,14.82,61.76,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,10,17.83,53.19,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,11,21.59,45.59,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,12,24.74,38.58,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,13,26.15,36.01,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,14,26.38,37.17,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,15,25.92,36.64,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,16,24.59,41.26,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,17,20.48,50.75,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,18,15.33,68.07,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,19,13.07,72.1,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,20,10.98,73.21,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,21,8.4,79.74,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,22,6.93,84.15,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,28-01-2021,1,23,6.18,83.36,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,0,5.4,85.85,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,1,4.11,93.13,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,2,4.18,94.62,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,3,3.53,95.9,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,4,2.52,96.57,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,5,2.41,97.13,5,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,6,2.57,97.8,12,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,7,2.14,97.69,19,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,8,8.74,92.27,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,9,15.07,60.28,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,10,18.11,39.97,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,11,20.3,33.91,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,12,22.83,30.07,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,13,24.38,26.61,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,14,25.95,25.34,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,15,26.01,23.36,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,16,25.29,23.38,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,17,21.38,32.02,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,18,14,51.82,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,19,10.32,65.92,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,20,7.97,75.11,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,21,6.19,82.08,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,22,5.27,85.69,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,29-01-2021,1,23,4.62,85.51,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,0,3.32,87.64,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,1,3.22,90.54,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,2,1.92,92.73,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,3,1.42,93.34,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,4,1.56,95.87,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,5,0.34,96.24,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,6,0.52,97.01,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,7,-0.09,97.15,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,8,9.77,70.39,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,9,17.19,46.51,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,10,19.03,39.73,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,11,21.62,24.19,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,12,24.33,22.54,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,13,26.11,18.85,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,14,26.96,16.96,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,15,28.35,17.25,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,16,27.75,18.97,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,17,21.55,32.31,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,18,15.17,40.62,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,19,12.9,43.71,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,20,9.08,63.52,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,21,7.31,73.78,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,22,6.05,76.33,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,30-01-2021,1,23,4.98,83.6,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,0,4.7,83.73,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,1,4.26,88.34,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,2,4.03,87.9,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,3,2.93,90.96,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,4,2.82,92.74,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,5,3.09,90.01,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,6,2.84,91.99,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,7,2.71,92.49,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,8,11.14,60.84,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,9,17.88,40.76,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,10,20.79,33.08,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,11,24.68,22.22,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,12,27.36,17.53,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,13,27.96,17.64,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,14,29.41,19.27,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,15,29.21,18.37,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,16,28.48,24.22,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,17,22.97,36.15,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,18,17.3,48.41,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,19,13.98,59.4,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,20,10.33,77.59,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,21,9.41,78.03,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,22,8.1,82.64,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,31-01-2021,1,23,6.84,85.99,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,0,6.68,86.73,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,1,5.98,89.42,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,2,5.45,91.8,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,3,4.86,91.56,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,4,4.62,92.73,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,5,4.38,91.11,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,6,3.86,93.18,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,7,4.5,92.96,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,8,13.32,66.75,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,9,20.59,43.24,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,10,23.85,34.48,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,11,26.05,25.03,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,12,28.49,21.28,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,13,30.04,19.13,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,14,31.35,11.68,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,15,31.45,14.7,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,16,30.89,18.57,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,17,24.73,34.57,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,18,17.58,51.95,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,19,13.51,69.82,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,20,11.51,71.23,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,21,10.59,74.63,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,22,9.25,82.7,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,01-02-2021,2,23,8.38,82.57,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,0,7.89,83.31,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,1,6.67,87.25,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,2,6.28,86.6,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,3,6.11,87.84,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,4,5.46,88.87,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,5,5.26,89.14,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,6,4.78,90.99,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,7,4.91,91.6,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,8,14.22,66.33,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,9,22.02,42.73,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,10,24.26,28.43,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,11,27.63,24.58,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,12,30.8,19.88,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,13,32.1,13.43,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,14,33.46,15.96,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,15,33.61,13.99,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,16,31.47,22.92,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,17,26.15,34.82,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,18,18.92,51.84,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,19,15.11,68.8,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,20,12.91,74.6,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,21,11.57,76.95,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,22,10.46,78.69,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,02-02-2021,2,23,9.19,82.86,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,0,8.64,84.71,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,1,8.27,86.79,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,2,9.72,73.07,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,3,8.96,76.86,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,4,8.32,83.8,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,5,6.72,89.75,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,6,6.27,92.97,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,7,6.28,88.61,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,8,14.93,64.08,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,9,22.6,45.81,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,10,24.79,34.76,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,11,27.91,24.95,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,12,29.82,24.77,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,13,31.29,18.79,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,14,31.44,21.1,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,15,30.91,21.77,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,16,30.18,24.21,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,17,26.78,32.46,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,18,19.81,46.15,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,19,16.67,53.25,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,20,14.12,67,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,21,12.89,69.05,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,22,12.52,69.95,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,03-02-2021,2,23,12.35,67.02,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,0,11.39,73.72,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,1,11.94,71.45,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,2,12.43,70.93,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,3,11.94,70.5,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,4,12.24,69.14,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,5,11.2,74.23,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,6,10.06,78.34,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,7,10.2,79.07,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,8,15.24,63.61,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,9,20.48,54.96,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,10,24.72,35.12,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,11,27.55,29.32,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,12,29.68,23.98,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,13,30.84,25.68,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,14,30.62,27.77,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,15,30.48,25.82,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,16,28.83,29.36,0,0,2CkGqcWtBndq5pHCh,Pomegranate
ZT1FC3FS,04-02-2021,2,17,25.23,40.49,0,0,2CkGqcWtBndq5pHCh,Pomegranate
